ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Age Brackets
22219,M,F,"$60,000.00",2,High School,Professional,Yes,2,5-10 Miles,North America,49,No,32-54
17269,S,M,"$60,000.00",3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Yes,32-54
23586,M,F,"$80,000.00",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes,32-54
15740,M,M,"$80,000.00",5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,No,55-89
27638,S,M,"$100,000.00",1,Partial College,Professional,No,3,1-2 Miles,North America,44,No,32-54
18976,S,M,"$40,000.00",4,High School,Professional,Yes,2,10+ Miles,North America,62,Yes,55-89
19413,S,M,"$60,000.00",3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Yes,32-54
13283,M,M,"$80,000.00",3,Partial College,Professional,No,2,0-1 Miles,North America,49,Yes,32-54
17471,S,F,"$80,000.00",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No,55-89
16791,S,M,"$60,000.00",5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Yes,55-89
15382,M,F,"$110,000.00",1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,No,32-54
11641,M,M,"$50,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No,32-54
11935,S,F,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No,25-31
13233,M,M,"$60,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Yes,55-89
25909,M,M,"$60,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes,25-31
14092,S,M,"$30,000.00",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No,25-31
29143,S,F,"$60,000.00",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes,32-54
24941,M,M,"$60,000.00",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,55-89
24637,M,M,"$40,000.00",4,High School,Professional,Yes,2,10+ Miles,North America,64,No,55-89
23893,M,M,"$50,000.00",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No,32-54
13907,S,F,"$80,000.00",3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Yes,32-54
14900,M,F,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes,32-54
11262,M,F,"$80,000.00",4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,No,32-54
22294,S,F,"$70,000.00",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes,32-54
12195,S,F,"$70,000.00",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,No,32-54
25375,M,M,"$50,000.00",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,No,32-54
11143,M,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,No,25-31
25898,M,F,"$70,000.00",2,High School,Professional,Yes,2,2-5 Miles,North America,53,No,32-54
24397,S,M,"$120,000.00",2,Bachelors,Management,No,4,1-2 Miles,North America,40,No,32-54
19758,S,M,"$60,000.00",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No,25-31
15529,M,M,"$60,000.00",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes,32-54
19884,M,M,"$60,000.00",2,High School,Professional,Yes,2,2-5 Miles,North America,55,Yes,55-89
18674,S,F,"$80,000.00",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,No,32-54
13453,M,F,"$130,000.00",3,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Yes,32-54
14063,S,F,"$70,000.00",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes,32-54
27393,M,F,"$50,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,55-89
14417,S,M,"$60,000.00",3,High School,Professional,Yes,2,10+ Miles,North America,54,Yes,32-54
17533,M,M,"$40,000.00",3,Partial College,Professional,No,2,5-10 Miles,North America,73,Yes,55-89
18580,M,F,"$60,000.00",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Yes,32-54
17025,S,M,"$50,000.00",0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Yes,32-54
25293,M,M,"$80,000.00",4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,No,32-54
24725,M,F,"$40,000.00",3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,No,25-31
23200,M,F,"$50,000.00",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,No,32-54
15895,S,F,"$60,000.00",2,Bachelors,Management,Yes,0,10+ Miles,North America,58,No,55-89
18577,M,F,"$60,000.00",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No,32-54
27218,M,F,"$20,000.00",2,Partial High School,Clerical,No,0,0-1 Miles,North America,48,No,32-54
18560,M,F,"$70,000.00",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes,32-54
25006,S,F,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No,25-31
17369,S,M,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No,25-31
14495,M,M,"$40,000.00",3,Partial College,Professional,No,2,5-10 Miles,North America,54,Yes,32-54
18847,M,F,"$60,000.00",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No,55-89
14754,M,M,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes,32-54
23378,M,M,"$70,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes,32-54
26452,S,M,"$50,000.00",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No,55-89
20370,M,M,"$70,000.00",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,No,32-54
20528,M,M,"$40,000.00",2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,No,55-89
23549,S,M,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,25-31
21751,M,M,"$60,000.00",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,No,55-89
21266,S,F,"$80,000.00",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes,32-54
13388,S,M,"$60,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,56,No,55-89
18752,S,F,"$40,000.00",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No,25-31
16917,M,M,"$120,000.00",1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,No,32-54
15313,M,M,"$60,000.00",4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,No,55-89
25329,S,F,"$40,000.00",3,Partial College,Clerical,No,2,0-1 Miles,North America,32,No,32-54
20380,M,F,"$60,000.00",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No,55-89
23089,M,M,"$40,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No,25-31
13749,M,M,"$80,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No,32-54
24943,M,M,"$60,000.00",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,55-89
28667,S,M,"$70,000.00",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Yes,32-54
15194,S,M,"$120,000.00",2,Bachelors,Management,No,3,0-1 Miles,North America,39,Yes,32-54
17436,M,M,"$60,000.00",2,High School,Professional,No,2,1-2 Miles,North America,51,No,32-54
18935,M,F,"$130,000.00",0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,No,32-54
16871,M,F,"$90,000.00",2,High School,Professional,Yes,1,10+ Miles,North America,51,Yes,32-54
12100,S,M,"$60,000.00",2,Bachelors,Management,Yes,0,10+ Miles,North America,57,No,55-89
23158,M,F,"$60,000.00",1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes,32-54
18545,M,M,"$40,000.00",4,High School,Professional,No,2,10+ Miles,North America,61,Yes,55-89
18391,S,F,"$80,000.00",5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,No,32-54
19812,S,F,"$70,000.00",2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Yes,32-54
27660,M,M,"$80,000.00",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No,55-89
18058,S,F,"$20,000.00",3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,No,55-89
20343,M,F,"$90,000.00",4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,No,32-54
28997,S,M,"$40,000.00",2,High School,Professional,No,1,2-5 Miles,North America,58,Yes,55-89
24398,M,M,"$130,000.00",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No,32-54
19002,M,F,"$60,000.00",2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Yes,55-89
28609,M,M,"$30,000.00",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No,32-54
29231,S,M,"$80,000.00",4,Partial College,Professional,No,2,0-1 Miles,North America,43,No,32-54
18858,S,M,"$60,000.00",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes,32-54
20000,M,M,"$60,000.00",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes,32-54
25261,M,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,25-31
17458,S,M,"$70,000.00",3,High School,Professional,Yes,0,5-10 Miles,North America,52,Yes,32-54
11644,S,M,"$40,000.00",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,No,32-54
16145,S,F,"$70,000.00",5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Yes,32-54
16890,M,M,"$60,000.00",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes,32-54
25983,M,M,"$70,000.00",0,Bachelors,Professional,No,1,0-1 Miles,North America,43,No,32-54
14633,M,M,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No,32-54
22994,M,F,"$80,000.00",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes,32-54
22983,S,F,"$30,000.00",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,No,25-31
25184,S,M,"$110,000.00",1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Yes,32-54
14469,M,F,"$100,000.00",3,Partial College,Professional,Yes,4,1-2 Miles,North America,45,No,32-54
11538,S,F,"$60,000.00",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Yes,32-54
16245,S,F,"$80,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No,32-54
17858,M,M,"$40,000.00",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Yes,32-54
25347,S,F,"$20,000.00",3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,No,32-54
15814,S,F,"$40,000.00",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,No,25-31
11259,M,F,"$100,000.00",4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Yes,32-54
11200,M,M,"$70,000.00",4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,No,55-89
25101,M,M,"$60,000.00",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No,32-54
21801,M,F,"$70,000.00",4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,No,55-89
25943,S,F,"$70,000.00",0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes,25-31
22127,M,M,"$60,000.00",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No,55-89
20414,M,F,"$60,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No,25-31
23672,M,F,"$60,000.00",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No,55-89
29255,S,M,"$80,000.00",3,Partial College,Professional,No,1,1-2 Miles,North America,51,Yes,32-54
28815,M,F,"$50,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No,32-54
27753,M,M,"$40,000.00",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No,25-31
27643,S,M,"$70,000.00",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,No,32-54
13754,S,F,"$80,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No,32-54
22088,M,F,"$130,000.00",1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Yes,32-54
27388,M,M,"$60,000.00",3,Bachelors,Management,No,2,1-2 Miles,North America,66,No,55-89
24745,S,F,"$30,000.00",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No,32-54
29237,S,F,"$120,000.00",4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Yes,32-54
15272,S,M,"$40,000.00",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No,25-31
18949,S,M,"$70,000.00",0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Yes,55-89
14507,M,M,"$100,000.00",2,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,No,55-89
25886,M,F,"$60,000.00",2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Yes,55-89
21441,M,M,"$50,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No,55-89
21741,M,F,"$70,000.00",3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Yes,32-54
14572,M,F,"$70,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,32-54
23368,M,F,"$60,000.00",5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No,32-54
16217,S,F,"$60,000.00",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,No,32-54
16247,S,F,"$60,000.00",4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,47,No,32-54
22010,S,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,25-31
25872,S,F,"$70,000.00",2,Bachelors,Management,No,1,2-5 Miles,North America,58,Yes,55-89
19164,S,F,"$70,000.00",0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Yes,32-54
18435,S,F,"$70,000.00",5,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,Yes,55-89
14284,S,M,"$60,000.00",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes,32-54
11287,M,M,"$70,000.00",5,Partial College,Professional,No,3,5-10 Miles,North America,45,No,32-54
13066,S,M,"$30,000.00",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes,25-31
29106,S,M,"$40,000.00",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes,25-31
26236,M,F,"$40,000.00",3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No,25-31
17531,M,M,"$60,000.00",2,High School,Professional,No,2,5-10 Miles,North America,50,No,32-54
12964,M,M,"$70,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No,32-54
19133,S,M,"$50,000.00",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes,32-54
24643,S,F,"$60,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,55-89
21599,M,F,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,32-54
22976,S,M,"$40,000.00",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes,25-31
27637,S,F,"$100,000.00",1,Partial College,Professional,No,3,1-2 Miles,North America,44,No,32-54
11890,M,F,"$70,000.00",5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,No,32-54
28580,M,F,"$80,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Yes,32-54
14443,M,M,"$130,000.00",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No,32-54
17864,M,F,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Yes,32-54
20505,M,F,"$40,000.00",5,High School,Professional,No,2,10+ Miles,North America,61,No,55-89
14592,M,F,"$60,000.00",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No,32-54
22227,M,F,"$60,000.00",2,High School,Professional,Yes,2,5-10 Miles,North America,50,No,32-54
21471,M,M,"$70,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,59,No,55-89
22252,S,F,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,32-54
21260,S,F,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,25-31
11817,S,F,"$70,000.00",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,32-54
19223,M,F,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,No,32-54
18517,M,M,"$100,000.00",3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No,32-54
21717,M,M,"$40,000.00",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,No,32-54
13760,M,M,"$60,000.00",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,32-54
18145,M,M,"$80,000.00",5,Bachelors,Management,No,2,2-5 Miles,Europe,62,No,55-89
21770,M,M,"$60,000.00",4,Bachelors,Management,Yes,2,10+ Miles,North America,60,No,55-89
11165,M,F,"$60,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,No,32-54
16377,S,F,"$80,000.00",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,32-54
26248,M,M,"$20,000.00",3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,No,32-54
23461,M,F,"$90,000.00",5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,No,32-54
29133,S,F,"$60,000.00",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No,32-54
27673,S,F,"$60,000.00",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes,32-54
12774,M,F,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes,32-54
18910,S,M,"$30,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,25-31
11699,S,M,"$60,000.00",0,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,30,No,25-31
16725,M,M,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No,25-31
28269,S,F,"$130,000.00",1,Bachelors,Management,No,1,2-5 Miles,North America,45,No,32-54
23144,M,M,"$50,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes,32-54
23376,M,M,"$70,000.00",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Yes,32-54
25970,S,F,"$60,000.00",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Yes,32-54
28068,S,F,"$80,000.00",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes,32-54
18390,M,M,"$80,000.00",5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,No,32-54
29112,S,M,"$60,000.00",0,Partial College,Professional,No,2,1-2 Miles,North America,30,No,25-31
14090,M,F,"$30,000.00",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No,25-31
27040,M,M,"$20,000.00",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No,32-54
23479,S,M,"$90,000.00",0,Partial College,Professional,No,2,0-1 Miles,North America,43,Yes,32-54
16795,M,F,"$70,000.00",4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,No,55-89
22014,S,M,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No,25-31
13314,M,M,"$120,000.00",1,High School,Professional,Yes,4,5-10 Miles,North America,46,Yes,32-54
11619,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,No,32-54
29132,S,F,"$40,000.00",0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Yes,32-54
11199,M,F,"$70,000.00",4,Bachelors,Management,Yes,1,10+ Miles,North America,59,No,55-89
20296,S,F,"$60,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Yes,32-54
17546,M,F,"$70,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes,32-54
18069,M,M,"$70,000.00",5,Bachelors,Management,Yes,4,10+ Miles,North America,60,No,55-89
23712,S,F,"$70,000.00",2,Bachelors,Management,Yes,1,10+ Miles,North America,59,No,55-89
23358,M,M,"$60,000.00",0,High School,Professional,Yes,2,5-10 Miles,North America,32,Yes,32-54
20518,M,F,"$70,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,58,No,55-89
28026,M,F,"$40,000.00",2,High School,Professional,No,2,2-5 Miles,North America,59,No,55-89
11669,S,F,"$70,000.00",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,No,32-54
16020,M,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes,25-31
27090,M,F,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes,32-54
27198,S,F,"$80,000.00",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No,32-54
19661,S,M,"$90,000.00",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes,32-54
26327,M,M,"$70,000.00",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,32-54
26341,M,F,"$70,000.00",5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,No,32-54
24958,S,F,"$40,000.00",5,High School,Professional,No,3,2-5 Miles,North America,60,Yes,55-89
13287,S,M,"$110,000.00",4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Yes,32-54
14493,S,F,"$70,000.00",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,No,32-54
26678,S,F,"$80,000.00",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No,32-54
23275,M,M,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No,32-54
11270,M,M,"$130,000.00",2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Yes,32-54
20084,M,M,"$20,000.00",2,High School,Manual,No,2,0-1 Miles,North America,53,No,32-54
16144,M,M,"$70,000.00",1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Yes,32-54
27731,M,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,25-31
11886,M,F,"$60,000.00",3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes,32-54
24324,S,F,"$60,000.00",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,32-54
22220,M,M,"$60,000.00",2,High School,Professional,No,2,1-2 Miles,North America,49,Yes,32-54
26625,S,F,"$60,000.00",0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Yes,32-54
23027,S,M,"$130,000.00",1,Bachelors,Management,No,4,0-1 Miles,North America,44,No,32-54
16867,S,F,"$130,000.00",1,Bachelors,Management,No,3,0-1 Miles,North America,45,Yes,32-54
14514,S,F,"$30,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,No,25-31
19634,M,M,"$40,000.00",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No,25-31
18504,M,M,"$70,000.00",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No,32-54
28799,S,F,"$40,000.00",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes,32-54
11225,M,F,"$60,000.00",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No,55-89
17657,M,M,"$40,000.00",4,Partial College,Clerical,No,0,0-1 Miles,North America,30,No,25-31
14913,M,F,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes,32-54
14077,S,M,"$30,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,25-31
13296,M,M,"$110,000.00",1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,No,32-54
20535,M,F,"$70,000.00",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No,55-89
12452,M,M,"$60,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes,32-54
28043,M,F,"$60,000.00",2,Bachelors,Management,Yes,0,10+ Miles,North America,56,No,55-89
12957,S,F,"$70,000.00",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,No,32-54
15412,M,M,"$130,000.00",2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No,55-89
20514,M,F,"$70,000.00",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No,55-89
20758,M,M,"$30,000.00",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,No,32-54
11801,M,M,"$60,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No,32-54
22211,M,M,"$60,000.00",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No,32-54
28087,S,F,"$40,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No,25-31
23668,M,F,"$40,000.00",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes,55-89
27441,M,M,"$60,000.00",3,High School,Professional,No,2,2-5 Miles,North America,53,No,32-54
27261,M,M,"$40,000.00",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes,32-54
18649,S,M,"$30,000.00",1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Yes,32-54
21714,S,F,"$80,000.00",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,32-54
23217,S,F,"$60,000.00",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes,32-54
23797,S,M,"$20,000.00",3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No,32-54
13216,M,F,"$60,000.00",5,Bachelors,Management,Yes,3,10+ Miles,North America,59,No,55-89
20657,S,M,"$50,000.00",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Yes,32-54
12882,M,M,"$50,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Yes,32-54
25908,M,F,"$60,000.00",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No,25-31
16753,S,F,"$70,000.00",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes,32-54
14608,M,M,"$50,000.00",4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,No,32-54
24979,M,F,"$60,000.00",2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Yes,55-89
13313,M,F,"$120,000.00",1,High School,Professional,No,4,2-5 Miles,North America,45,No,32-54
18952,M,F,"$100,000.00",4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,No,32-54
17699,M,M,"$60,000.00",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,No,55-89
14657,M,M,"$80,000.00",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Yes,32-54
11540,S,M,"$60,000.00",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes,32-54
11783,M,F,"$60,000.00",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No,32-54
14602,M,F,"$80,000.00",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes,32-54
29030,M,M,"$70,000.00",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No,32-54
26490,S,M,"$70,000.00",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes,55-89
13151,S,M,"$40,000.00",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,25-31
17260,M,M,"$90,000.00",5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,No,32-54
